1,5506583.4320,3345094.0285,162.4389,111W463
2,5506582.4143,3345091.8430,162.2591,111W463
3,5506579.4062,3345093.0912,162.7756,111W463
4,5506580.4088,3345095.8120,162.6101,111W463
